Price,Close,High,Low,Open,Volume
06-05-2021,52.8577919,55.53539191,52.4611128,55.53539191,598855
07-05-2021,51.32065201,53.35364326,50.67604327,52.56028128,191422
10-05-2021,50.42811966,52.80820949,49.58517323,51.32065429,462710
11-05-2021,50.03143692,51.76691786,49.68433846,50.77521446,453507
12-05-2021,50.18019104,51.17189445,49.68433933,50.5272895,192447
14-05-2021,49.83309937,50.87438725,49.73393053,50.47770813,279696
17-05-2021,49.23807526,50.9735562,48.8909768,48.8909768,300381
18-05-2021,49.83309937,50.57687697,49.63475791,49.68434233,189512
19-05-2021,52.31235504,52.31235504,49.88268092,50.37853263,1199021
20-05-2021,54.8907814,54.8907814,51.12230926,52.31235409,1057823
21-05-2021,57.6179657,57.6179657,57.6179657,57.6179657,334496
24-05-2021,60.49390793,60.49390793,60.49390793,60.49390793,191575
25-05-2021,59.65096283,63.51860772,57.61796777,63.51860772,4961089
26-05-2021,59.45261765,61.88229165,59.15510739,60.04763815,2475845
27-05-2021,59.99805832,61.08893059,59.30386515,59.5022066,541687
28-05-2021,57.46921539,61.83270828,57.02294809,61.83270828,805914
31-05-2021,59.60137177,60.29556489,57.617965,58.90718242,1297501
01-06-2021,57.02294922,61.38644598,56.62626632,59.45262346,816152
02-06-2021,59.79971313,59.84929755,57.32045468,59.00635119,1133064
03-06-2021,62.57648468,62.77482612,59.25427972,59.6013744,2518142
04-06-2021,65.7003479,65.7003479,62.77482222,62.92357924,1528445
07-06-2021,64.85741425,68.82422848,62.97317597,66.64247611,2145375
08-06-2021,64.06404114,65.84911037,63.71694644,65.84911037,523640
09-06-2021,61.8822937,65.15491038,60.98975913,64.95657273,392571
10-06-2021,62.52690125,63.46902027,61.23768753,63.12192558,164948
11-06-2021,61.23768997,63.81611751,60.49391236,63.4690228,202722
14-06-2021,59.5022049,63.02275126,58.26257563,60.49390831,617957
15-06-2021,59.75013351,60.79142139,58.70884564,59.50220765,212377
16-06-2021,57.96506882,60.49391192,57.81631178,59.30386699,200561
17-06-2021,56.77501678,59.35344398,56.52709095,59.35344398,135143
18-06-2021,56.27917099,58.41133493,54.04783822,56.77502272,152124
21-06-2021,57.76672363,58.51050119,53.55198414,56.47750996,123648
22-06-2021,57.6179657,59.25427781,56.52709348,57.76672272,203634
23-06-2021,57.51879883,58.90718514,57.02294711,58.11381937,92097
24-06-2021,57.17170334,58.16340675,55.88248587,55.88248587,101903
25-06-2021,57.56838226,58.51050126,56.52709444,58.11381838,86527
28-06-2021,56.67585373,58.5105036,56.03124497,57.61796898,151500
29-06-2021,57.22129059,57.51880087,55.63456278,55.63456278,84918
30-06-2021,59.25428009,60.04764208,57.1221162,57.22128881,346771
01-07-2021,58.51049805,59.10551855,57.02294301,57.5683791,149578
02-07-2021,58.46091843,59.50220628,56.67585299,57.76672526,360949
05-07-2021,61.33685684,61.33685684,59.00635525,59.00635525,522069
06-07-2021,64.36154938,64.36154938,63.8656977,64.36154938,236309
07-07-2021,65.40283966,66.39454311,62.4773175,65.45242786,799524
08-07-2021,63.7665329,67.33666369,62.52689984,65.65076334,473594
09-07-2021,63.96487045,65.35325675,61.63436893,64.46072216,207383
12-07-2021,67.13831329,67.13831329,63.51860214,65.35325182,557122
13-07-2021,70.26217651,70.46052171,68.03084411,69.61756786,1118018
14-07-2021,69.8655014,72.3943481,69.4192379,69.4192379,350349
15-07-2021,71.7497406,73.33646455,67.38624406,70.90679421,842511
16-07-2021,70.01425934,71.74974031,68.62587305,71.74974031,178671
19-07-2021,67.8325119,70.90679083,67.08873438,67.08873438,233206
20-07-2021,66.39453888,67.78292514,64.51030849,66.64246473,473699
22-07-2021,68.57628632,69.02254978,66.54329148,67.73334,160003
23-07-2021,67.3862381,68.57628663,67.03914345,68.57628663,315390
26-07-2021,68.42753601,68.92338772,65.65076341,66.39454097,178242
27-07-2021,67.43582916,69.56799292,67.38624097,69.56799292,211230
28-07-2021,65.30367279,68.92339201,64.46072634,67.93168853,307960
29-07-2021,65.7003479,66.93997711,63.46901533,64.95657038,131873
30-07-2021,64.31196594,66.44412983,63.96487125,64.70864883,163202
02-08-2021,66.0474472,66.98957001,61.98146464,63.96487151,542409
03-08-2021,69.32006836,69.32006836,65.50201183,66.34495819,868746
04-08-2021,71.99766541,72.74144296,69.5184069,69.61757573,1019610
05-08-2021,70.11343384,71.79933431,68.42754093,71.10513733,266421
06-08-2021,68.37794495,70.4109399,67.43582976,70.3613517,396429
09-08-2021,66.49372101,69.22090556,65.45242933,68.37795156,438875
10-08-2021,63.61777496,67.23749391,63.17150767,67.23749391,379776
11-08-2021,63.51861191,64.85741011,60.4443288,63.46902371,262091
12-08-2021,62.87399673,64.36155183,61.28726903,63.46901726,296203
13-08-2021,62.17980576,63.96487117,60.09722628,62.87399891,106610
16-08-2021,61.68395233,63.56818652,61.13851622,63.12192302,151184
17-08-2021,58.60967255,63.32026395,58.60967255,63.32026395,322404
18-08-2021,59.75013351,60.19640083,56.52709727,59.40303882,297055
20-08-2021,57.51879883,59.40303685,57.22128856,57.27087297,173869
23-08-2021,57.96506882,58.80801526,55.03954281,57.5188015,166336
24-08-2021,56.62626266,58.46091623,56.03124214,58.46091623,76026
25-08-2021,56.97336197,59.45262051,56.52709468,56.6262635,116132
26-08-2021,59.79971313,59.79971313,56.57667715,57.51879611,178852
27-08-2021,62.27897644,62.77482817,58.51050405,61.48561443,303307
30-08-2021,65.35325623,65.35325623,60.64266503,64.21279579,712163
31-08-2021,64.01446533,66.79123065,63.46902537,65.35326357,595401
01-09-2021,63.36985397,66.24579558,62.57648816,64.65906396,222520
02-09-2021,64.60948181,65.25409057,61.98146613,63.36985249,256220
03-09-2021,63.02275467,65.35326009,62.97317025,62.97317025,177039
06-09-2021,65.30367279,65.6507675,61.68395735,64.85740925,415714
07-09-2021,66.19620514,66.84081389,64.26238644,65.40283935,336663
08-09-2021,69.41924286,69.46883106,65.45242898,65.45242898,977499
09-09-2021,70.51011658,71.79933414,67.43583727,69.41924425,724188
13-09-2021,67.23748779,70.60927301,66.98956196,70.60927301,567329
14-09-2021,66.79122162,68.77462839,65.70034941,67.88209383,200183
15-09-2021,67.3862381,68.08043497,65.50200783,66.79121761,356388
16-09-2021,66.64247131,68.42754062,65.9978701,67.78293184,299869
17-09-2021,64.95657349,67.13831797,64.01445827,66.54329743,400676
20-09-2021,62.08063507,64.70865075,61.73354037,63.36985259,399894
21-09-2021,65.10532379,65.15490442,60.24597606,62.77481874,959465
22-09-2021,68.28363037,68.33329422,65.25431719,66.44618147,1176311
23-09-2021,71.51157379,71.66055775,68.18430069,69.32650096,1755968
24-09-2021,70.56802368,72.95173683,70.51835983,72.20682457,661850
27-09-2021,73.150383,73.99461535,70.81632617,71.61089468,996317
28-09-2021,76.77561951,76.77561951,74.09393107,74.14359492,1519844
29-09-2021,77.07358551,80.5995065,75.4844409,76.67629746,1769390
30-09-2021,75.38512421,79.45730982,74.98783614,77.91782141,548773
01-10-2021,76.03071594,76.97426846,73.49801117,75.98105209,428742
04-10-2021,77.22257233,79.10968493,76.27901981,78.16612484,446974
05-10-2021,75.13681793,77.81849903,74.39190567,76.77562642,445422
06-10-2021,73.89529419,78.36476754,72.40546974,75.48443875,887667
07-10-2021,77.52053833,77.5701946,75.03749748,76.27901791,1236939
08-10-2021,76.67630005,79.06002083,75.98105163,77.47087617,413046
11-10-2021,78.11646271,79.85459121,76.97426246,76.97426246,673176
12-10-2021,74.24291992,78.11646509,74.24291992,78.11646509,705704
13-10-2021,72.95173645,75.38512101,72.00818397,74.49122479,310803
14-10-2021,72.70343781,74.44156651,72.25649345,73.29937371,192642
18-10-2021,72.55445862,75.38512375,72.00818659,75.38512375,158917
19-10-2021,69.77345276,73.79598225,69.52514866,71.75988558,219643
20-10-2021,66.89311981,72.00818554,66.34685536,70.02175284,257149
21-10-2021,66.84346771,69.32650875,65.45296322,68.53193259,145386
